Категория,Название,Остаток,Цена,Артикул,Компания,Откуда,Объем
Краски по дереву,"FUTURA 90 WHITE BASE PAINT 1 желеобразная уретано-алкидная лаковая краска  2,7",Остаток Алматы: 1 шт,35 420 KZT,420001003,Teknos,Финляндия,"2,7 л"
Клеи и герметики,TYTAN клей монтажный  CLASSIC FIX (310 мл) бесцветный,Остаток Алматы: 37 шт,5 157 KZT,10043939,TYTAN,Польша,310 мл
Клеи и герметики,TYTAN клей монтажный для зеркал (310мл) бежевый,Остаток Алматы: 13 шт,3 605 KZT,10045699,TYTAN,Польша,310 мл
Клеи и герметики,"TYTAN клей монтажный Fix² GT, 290 мл (РФ)",Остаток Алматы: 12 шт,7 641 KZT,10041771,TYTAN,Польша,290 мл
Клеи и герметики,"TYTAN герметик высокотемпературный, (310 мл), черный (КНР)",Остаток Алматы: 12 шт,5 481 KZT,ICN2809032/ICN2109032,TYTAN,Польша,310 мл
Клеи и герметики,Клей PUFAS EURO 3000 Флизелиновый специальный 500гр,Остаток Астана: 10 шт,3 440 KZT,21904000,PUFAS,Германия,500 гр
Клеи и герметики,TYTAN клей монтажный Экспресс ДЕКОР (310мл.) белый,Остаток Алматы: 9 шт,3 483 KZT,10045441/10023841,TYTAN,Польша,310 мл
Клеи и герметики,TYTAN клей монтажный  HYDRO FIX (310 мл)  бесцветный,Остаток Алматы: 8 шт,3 888 KZT,10043941,TYTAN,Польша,310 мл
Клеи и герметики,"TYTAN герметик высокотемпературный, (310 мл), красный (КНР)",Остаток Алматы: 7 шт,5 481 KZT,ICN2809036/ICN2109036,TYTAN,Польша,310 мл
Клеи и герметики,TYTAN силикон санитарный (280 мл) белый (КНР),Остаток Алматы: 3 шт,4 887 KZT,ICN2109021,TYTAN,Польша,280 мл
Клеи и герметики,Удалитель PUFAS Glutoclean накипи 500мл. 036801092,Остаток Алматы: 3 шт,3 150 KZT,36801092,PUFAS,Германия,520 мл
Клеи и герметики,Средство PUFAS Glutoclean удалитель накипи 4*1л,Остаток Алматы: 3 шт,5 060 KZT,390368-R,PUFAS,Германия,1 л
Клеи и герметики,Средство PUFAS Glutoclean очиститель для духовки и гриля 6*750мл,Остаток Алматы: 2 шт,6 100 KZT,390390-R,PUFAS,Германия,750 мл
Клеи и герметики,Средство PUFAS TAP-EX для удаления обоев 12x250мл,Остаток Алматы: 1 шт,4 550 KZT,9-05204-00,PUFAS,Германия,250 мл
Клеи и герметики,Средство PUFAS Glutoclean очиститель для ковров и мягкой мебели 6*750мл,Остаток Алматы: 1 шт,6 800 KZT,390391-R,PUFAS,Германия,750 мл
Клеи и герметики,"TYTAN герметик для аквариума и стекла (310/280 мл) беcцветный (КНР, Польша, РФ)",Остаток Алматы: 1 шт,6 818 KZT,ICN2109030,TYTAN,Польша,310 мл
Интерьерные краски,DufaPremium ВД краска KeraLine  7  база1  9л,Остаток Алматы: 351 шт,50 790 KZT,МП00-006520,DUFA,Германия,9 л
Интерьерные краски,"Profilux ВД краска PL- 13L латекс. моющаяся износоуст. СУПЕРбел  база 1, 14кг",Остаток Алматы: 336 шт,19 560 KZT,МП00-004917,Profilux,Германия,14 л
Интерьерные краски,"Dufa ВД краска EUROLATEX 7,  10л",Остаток Алматы: 207 шт,29 780 KZT,Н0000003406,DUFA,Германия,10 л
Интерьерные краски,Краска Luxium Prof Diamond Ext Matt глуб/мт BW9л,Остаток Алматы: 184 шт,108 680 KZT,50034524,LUXIUM,Англия,9 л
Интерьерные краски,DufaPremium ВД краска KeraLine  3  база1  9л,Остаток Алматы: 176 шт,32 416 KZT,МП00-006514,DUFA,Германия,9 л
Интерьерные краски,"Dufa ВД краска TREND FARBE  BLACK, RAL 9005 (черная)  10л",Остаток Алматы: 167 шт,33 530 KZT,МП00-005871,DUFA,Германия,10 л
Интерьерные краски,"ProfiluxProfessional ВД краска INTERIOR МОЮЩАЯСЯ лaтексная для стен и потолков, 13кг",Остаток Алматы: 145 шт,25 740 KZT,Н0000005771,Profilux,Германия,13 л
Интерьерные краски,Dufa ВД краска MATTLATEX RD100 база3    9л,Остаток Алматы: 132 шт,31 950 KZT,МП00-009474,DUFA,Германия,9 л
Интерьерные краски,"Краска Dulux Professional Vinyl Extra Matt глуб/мат BC 2,25л",Остаток Алматы: 127 шт,28 550 KZT,5687035,Dulux,Англия,"2,25 л"
Интерьерные краски,Краска Dulux Ultra Resist Гостиные и Офисы мат BW 1л,Остаток Алматы: 96 шт,14 800 KZT,5747799,Dulux,Англия,1 л
Интерьерные краски,"Dufa ВД краска EUROLATEX 3,  10л",Остаток Алматы: 105 шт,26 900 KZT,Н0000003404,DUFA,Германия,10 л
Интерьерные краски,"Краска Dulux Ultra Resist Гостиные и Офисы мат BW 2,5л",Остаток Алматы: 92 шт,36 160 KZT,5747797,Dulux,Англия,"2,5 л"
Интерьерные краски,"DufaPremium ВД краска KeraLine  7  база1  0,9л",Остаток Алматы: 81 шт,6 660 KZT,МП00-006518,DUFA,Германия,"0,9 л"
Интерьерные краски,"DufaPremium ВД краска KeraLine  7  база1  2,5л",Остаток Алматы: 88 шт,17 180 KZT,МП00-006519,DUFA,Германия,"2,5 л"
Интерьерные краски,"Краска Dulux Professional Diamond Extra Matt глуб/мат ВС 4,5л",Остаток Алматы: 84 шт,72 340 KZT,5717340,Dulux,Англия,"4,5 л"
Интерьерные краски,Краска Luxium Prof Diamond Ext Matt глуб/мт BW1л,Остаток Алматы: 66 шт,17 240 KZT,50034527,LUXIUM,Англия,1 л
Интерьерные краски,Краска Dulux Professional Vinyl Extra Matt глуб/мат BW 9л,Остаток Алматы: 80 шт,88 700 KZT,5685106,Dulux,Англия,9 л
Интерьерные краски,Краска Dulux Professional BINDO 3 глубокоматовая BC 9л,Остаток Алматы: 78 шт,46 360 KZT,5309392,Dulux,Англия,9 л
Интерьерные краски,Dufa ВД краска MATTLATEX RD100  9л,Остаток Алматы: 77 шт,25 560 KZT,МП00-009473,DUFA,Германия,9 л
Интерьерные краски,"ProfiluxProfessional ВД краска INTERIOR ВЛАЖНАЯ УБОРКА латексная для стен и потолков, 13кг",Остаток Алматы: 71 шт,20 630 KZT,Н0000005768,Profilux,Германия,13 л
Интерьерные краски,ProfiluxProfessional ВД краска INTERIOR МОЮЩАЯСЯ латексная для стен и потолков база 3 13кг,Остаток Алматы: 72 шт,25 740 KZT,Н0000005757,Profilux,Германия,13 л
Интерьерные краски,DufaPremium ВД краска KeraLine 20  база1  9л,Остаток Алматы: 70 шт,72 170 KZT,МП00-006526,DUFA,Германия,9 л
Интерьерные краски,"DufaPremium ВД краска KeraLine  3  база1  0,9л",Остаток Алматы: 48 шт,5 620 KZT,МП00-006512,DUFA,Германия,"0,9 л"
Интерьерные краски,"Dufa ВД краска EUROLATEX 7, база 3  10л",Остаток Алматы: 71 шт,29 780 KZT,МП00-008180,DUFA,Германия,10 л
Интерьерные краски,"ProfiluxProfessional Эмаль Акриловая Универсальная (Матовая) база 1  0,9 кг",Остаток Алматы: 62 шт,5 750 KZT,МП00-000032,Profilux,Германия,"0,9 л"
Интерьерные краски,"Profilux ВД краска PL- 13L латекс. моющаяся износоуст. СУПЕРбел  база 1,  7кг",Остаток Алматы: 64 шт,10 360 KZT,Н0000001061,Profilux,Германия,7 л
Интерьерные краски,"Dufa ВД краска TREND FARBE  BLACK, RAL 9005 (черная)   5л",Остаток Алматы: 62 шт,17 400 KZT,МП00-006782,DUFA,Германия,5 л
Интерьерные краски,DufaPremium ВД краска KeraLine  7  база3  9л,Остаток Алматы: 57 шт,50 790 KZT,МП00-006523,DUFA,Германия,9 л
Интерьерные краски,Dufa ВД краска SUPERWEISS RD4  9л,Остаток Алматы: 61 шт,28 700 KZT,МП00-009475,DUFA,Германия,9 л
Интерьерные краски,"Краска Luxium Prof Diamond Max Protect мт BW4,5л",Остаток Алматы: 57 шт,78 630 KZT,50035252,LUXIUM,Англия,"4,5 л"
Интерьерные краски,"Dufa ВД краска TREND FARBE  BLACK, RAL 9005 (черная)   2,5л",Остаток Алматы: 53 шт,10 040 KZT,МП00-006781,DUFA,Германия,"2,5 л"
Интерьерные краски,DufaPremium ВД краска KeraMatt  база1  9л,Остаток Алматы: 49 шт,106 040 KZT,МП00-008320,DUFA,Германия,9 л
Интерьерные краски,"Краска Luxium Prof Diamond Ext Matt глуб/мт BW4,5л",Остаток Алматы: 50 шт,72 340 KZT,50034525,LUXIUM,Англия,"4,5 л"
Интерьерные краски,Краска Dulux Ultra Resist Гостиные и Офисы мат ВС 9л,Остаток Алматы: 41 шт,119 890 KZT,5747804,Dulux,Англия,9 л
Интерьерные краски,ProfiluxProfessional Эмаль Акриловая Универсальная (Матовая) база 3 10 кг,Остаток Алматы: 44 шт,44 020 KZT,МП00-005441,Profilux,Германия,10 л
Интерьерные краски,"MAESTRO Белый потолок люкс (белая)  2,5",Остаток Алматы: 43 шт,5 820 KZT,5183688,Marshall,Турция,"2,5 л"
Интерьерные краски,DufaPremium ВД краска KeraMatt  база3  9л,Остаток Алматы: 42 шт,106 040 KZT,МП00-008331,DUFA,Германия,9 л
Интерьерные краски,"DufaPremium ВД краска KeraMatt  база3  0,9л",Остаток Алматы: 41 шт,11 520 KZT,МП00-008329,DUFA,Германия,"0,9 л"
Интерьерные краски,"Краска Dulux Ultra Resist Гостиные и Офисы мат ВС 0,9л",Остаток Алматы: 31 шт,14 800 KZT,5747857,Dulux,Англия,"0,9 л"
Интерьерные краски,"ProfiluxProfessional ВД краска INTERIOR МОЮЩАЯСЯ лaтексная для стен и потолков,  2,5кг",Остаток Алматы: 38 шт,7 330 KZT,Н0000005770,Profilux,Германия,"2,5 л"
Интерьерные краски,DufaPremium ВД краска KeraLine 20  база3  9л,Остаток Алматы: 38 шт,72 170 KZT,МП00-006529,DUFA,Германия,9 л
Интерьерные краски,"ProfiluxProfessional Эмаль Акриловая Универсальная (Матовая) база 1  2,4 кг",Остаток Алматы: 36 шт,14 060 KZT,МП00-000033,Profilux,Германия,"2,4 л"
Интерьерные краски,Краска Marshall EXPORT КУХНИ И ВАННЫЕ матовая латексная BW 9л,Остаток Алматы: 32 шт,44 910 KZT,5316072,Marshall,Турция,9 л
Интерьерные краски,"Dufa ВД краска SUPERWEISS RD4  2,5л",Остаток Алматы: 32 шт,9 230 KZT,Н0000000395,DUFA,Германия,"2,5 л"
Интерьерные краски,"Profilux ВД краска PL- 13L латекс. моющаяся износоуст. СУПЕРбел  база 1,  1,4кг",Остаток Алматы: 33 шт,2 780 KZT,Н0000004180,Profilux,Германия,"1,4 л"
Интерьерные краски,"Краска Luxium Prof Diamond Ext Matt глуб/мт BW2,5л",Остаток Алматы: 35 шт,42 220 KZT,50034526,LUXIUM,Англия,"2,5 л"
Интерьерные краски,Краска Dulux Professional Diamond Max Protect мат BW 1л,Остаток Алматы: 31 шт,17 810 KZT,5834137,Dulux,Англия,1 л
